race_date,race_month,race_quarter,race_year,raceTime,circ_name,location,country,driverRef,driver_age,driver_nation,Avg_lap_time,AvgPitDurationMS,positionOrder,tot_laps,cons_name,cons_nation,Avg_stop,Accident
2024-06-09,6,2,2024,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,sainz,29,Spanish,92086,25875.5,16,52,Ferrari,Italian,1.5,1
2023-04-02,4,2,2023,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,ocon,26,French,125085.4,611929.7,14,56,Alpine F1 Team,French,2,1
2013-04-14,4,2,2013,07:00:00,Shanghai International Circuit,Shanghai,China,sutil,30,German,107810,0,21,5,Force India,Indian,,1
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,zhou,23,Chinese,129933.3,0,20,6,Alfa Romeo,Swiss,,1
2019-05-12,5,2,2019,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,norris,19,British,85047.62,21579,20,44,McLaren,British,1,1
2018-11-11,11,4,2018,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,ericsson,28,Swedish,79128.35,23377,20,20,Sauber,Swiss,1,1
2014-06-08,6,2,2014,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,massa,33,Brazilian,84924.85,25980.5,12,69,Williams,British,1.5,1
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,leclerc,21,Monegasque,90650.25,25834.5,20,16,Ferrari,Italian,1.5,1
2013-05-26,5,2,2013,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,maldonado,28,Venezuelan,89066.68,33326.5,20,44,Williams,British,1.5,1
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,wehrlein,22,German,131154.5,0,20,2,Sauber,Swiss,,1
2024-05-05,5,2,2024,20:00:00,Miami International Autodrome,Miami,USA,sargeant,23,American,95686.66,22611,20,27,Williams,British,1,1
2019-05-12,5,2,2019,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,stroll,20,Canadian,85034.32,23321,19,44,Racing Point,British,1,1
2019-04-14,4,2,2019,06:10:00,Shanghai International Circuit,Shanghai,China,norris,19,British,103018.6,35633.33,18,50,McLaren,British,2,1
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,vettel,32,German,77005.34,23088.5,17,65,Ferrari,Italian,1.5,1
2020-10-11,10,4,2020,13:10:00,Nürburgring,Nürburg,Germany,russell,22,British,98121.09,22496,20,12,Williams,British,1,1
2013-10-06,10,4,2013,06:00:00,Korean International Circuit,Yeongam County,Korea,webber,37,Australian,114368.4,22931.67,21,36,Red Bull,Austrian,2,1
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,alonso,31,Spanish,125239,0,22,1,Ferrari,Italian,,1
2021-09-12,9,3,2021,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,max_verstappen,23,Dutch,88549.92,32456,18,25,Red Bull,Austrian,1,1
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,ericsson,26,Swedish,115501.3,25395,21,11,Sauber,Swiss,1,1
2017-04-16,4,2,2017,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,stroll,18,Canadian,100738.9,24915,17,12,Williams,British,1,1
2020-09-13,9,3,2020,13:10:00,Autodromo Internazionale del Mugello,Mugello,Italy,kevin_magnussen,27,Danish,135314.6,0,16,5,Haas F1 Team,American,,1
2018-05-27,5,2,2018,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,leclerc,20,Monegasque,79660.74,23870,18,70,Sauber,Swiss,1,1
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,hulkenberg,29,German,143182,0,22,1,Force India,Indian,,1
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,gasly,23,French,99142.18,22526.5,14,61,Red Bull,Austrian,2.5,1
2021-04-18,4,2,2021,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,bottas,31,Finnish,101964.8,30167,18,30,Mercedes,German,1,1
2014-07-06,7,3,2014,12:00:00,Silverstone Circuit,Silverstone,UK,gutierrez,22,Mexican,507859.2,0,20,9,Sauber,Swiss,,1
2013-06-09,6,2,2013,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,hulkenberg,25,German,82078.78,21318.5,21,45,Sauber,Swiss,1.5,1
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,leclerc,22,Monegasque,77012.32,23004,18,65,Ferrari,Italian,1.5,1
2017-04-16,4,2,2017,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,sainz,22,Spanish,99045,25001,16,12,Toro Rosso,Italian,1,1
2020-11-29,11,4,2020,14:10:00,Bahrain International Circuit,Sakhir,Bahrain,stroll,22,Canadian,753493,1154123,19,2,Racing Point,British,1,1
2014-04-06,4,2,2014,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,sutil,31,German,116078.8,33020,22,17,Sauber,Swiss,1.5,1
2016-03-20,3,1,2016,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,gutierrez,24,Mexican,96172,0,20,16,Haas F1 Team,American,,1
2021-08-01,8,3,2021,13:00:00,Hungaroring,Budapest,Hungary,mazepin,22,Russian,631957.7,740567.5,14,3,Haas F1 Team,American,1.5,1
2013-06-09,6,2,2013,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,garde,28,Dutch,85917.28,24482,22,43,Caterham,Malaysian,2.5,1
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,garde,28,Dutch,162390,0,22,1,Caterham,Malaysian,,1
2015-11-15,11,4,2015,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,rossi,24,American,81995.88,26099,18,67,Manor Marussia,British,1.5,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,stevens,24,British,96531.91,20789.8,16,65,Manor Marussia,British,3,0
2015-06-07,6,2,2015,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,stevens,23,British,83917.77,30807,17,66,Manor Marussia,British,1,0
2016-05-29,5,2,2016,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,haryanto,23,Indonesian,97051.08,27596.33,15,74,Manor Marussia,British,2,0
2015-11-15,11,4,2015,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,stevens,24,British,81838.57,26321,17,67,Manor Marussia,British,1.5,0
2015-05-10,5,2,2015,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,merhi,24,Spanish,98374.16,23967,18,62,Manor Marussia,British,2,0
2021-12-05,12,4,2021,17:30:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,vettel,34,German,161813.4,1055527,16,44,Aston Martin,British,1.5,0
2018-10-21,10,4,2018,18:10:00,Circuit of the Americas,Austin,USA,leclerc,21,Monegasque,106216.6,34812,15,31,Sauber,Swiss,1,0
2020-10-25,10,4,2020,12:10:00,Autódromo Internacional do Algarve,Portimão,Portugal,stroll,21,Canadian,85382.26,36898.5,20,51,Racing Point,British,1.5,0
2020-07-12,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,vettel,33,German,101037,0,20,1,Ferrari,Italian,,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,kvyat,23,Russian,81077.21,24406,14,71,Toro Rosso,Italian,1,0
2020-11-15,11,4,2020,10:10:00,Istanbul Park,Istanbul,Turkey,grosjean,34,French,111803.7,29054,18,49,Haas F1 Team,American,1.5,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,gasly,27,French,101208.5,28458,18,46,Alpine F1 Team,French,1,0
2020-11-15,11,4,2020,10:10:00,Istanbul Park,Istanbul,Turkey,latifi,25,Canadian,116404.4,30668.5,19,39,Williams,British,1.5,0
2018-10-07,10,4,2018,05:10:00,Suzuka Circuit,Suzuka,Japan,kevin_magnussen,26,Danish,126835.4,29007,20,8,Haas F1 Team,American,1,0
2023-10-29,10,4,2023,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,perez,33,Mexican,103446,0,20,1,Red Bull,Austrian,,0
2023-07-30,7,3,2023,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,sainz,28,Spanish,117123.7,23303,19,23,Ferrari,Italian,1,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,ocon,26,French,104073,0,19,2,Alpine F1 Team,French,,0
2019-06-09,6,2,2019,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,albon,23,Thai,79430.56,37950,19,59,Toro Rosso,Italian,1,0
2022-07-03,7,3,2022,14:00:00,Silverstone Circuit,Silverstone,UK,gasly,26,French,219786.4,1539291,16,26,AlphaTauri,Italian,1.5,0
2022-07-24,7,3,2022,13:00:00,Circuit Paul Ricard,Le Castellet,France,latifi,27,Canadian,104884.5,37219.5,17,40,Williams,British,1.5,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,brendon_hartley,28,New Zealander,104416.8,23621,20,51,Toro Rosso,Italian,1.5,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,albon,27,Thai,111964.5,51154,16,26,Williams,British,1.5,0
2022-07-10,7,3,2022,13:00:00,Red Bull Ring,Spielberg,Austria,perez,32,Mexican,75696.5,23681,20,24,Red Bull,Austrian,1,0
2022-07-24,7,3,2022,13:00:00,Circuit Paul Ricard,Le Castellet,France,kevin_magnussen,29,Danish,103978.9,36591,18,37,Haas F1 Team,American,1.5,0
2014-11-02,11,4,2014,20:00:00,Circuit of the Americas,Austin,USA,perez,24,Mexican,146788,0,17,1,Force India,Indian,,0
2022-11-20,11,4,2022,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,latifi,27,Canadian,94472.51,23798.5,19,55,Williams,British,1.5,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,gasly,27,French,124981,0,20,1,Alpine F1 Team,French,,0
2018-10-21,10,4,2018,18:10:00,Circuit of the Americas,Austin,USA,grosjean,32,French,139512.5,35104,17,2,Haas F1 Team,American,1,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,kevin_magnussen,30,Danish,87954.27,51052,19,70,Haas F1 Team,American,1,0
2017-05-14,5,2,2017,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,max_verstappen,19,Dutch,160999,0,19,1,Red Bull,Austrian,,0
2022-03-27,3,1,2022,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,albon,26,Thai,103261.8,20683,14,47,Williams,British,1,0
2017-09-17,9,3,2017,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,alonso,36,Spanish,164392.4,30610.67,17,8,McLaren,British,2,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,albon,26,Thai,131797.3,0,17,25,Williams,British,,0
2016-08-28,8,3,2016,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,button,36,British,141859,0,21,1,McLaren,British,,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,sainz,28,Spanish,115016,0,20,1,Ferrari,Italian,,0
2016-11-27,11,4,2016,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,sainz,22,Spanish,110295.8,21848,18,41,Toro Rosso,Italian,1.5,0
2018-07-01,7,3,2018,13:10:00,Red Bull Ring,Spielberg,Austria,vandoorne,26,Belgian,72752.14,34541.5,15,65,McLaren,British,1.5,0
2021-05-02,5,2,2021,14:00:00,Autódromo Internacional do Algarve,Portimão,Portugal,raikkonen,41,Finnish,93673,0,20,1,Alfa Romeo,Swiss,,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,jolyon_palmer,25,British,100509,33275,21,7,Renault,French,1,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,nasr,24,Brazilian,255096.2,291611.3,22,6,Sauber,Swiss,2,0
2021-11-14,11,4,2021,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,stroll,23,Canadian,82164.49,20293.33,20,47,Aston Martin,British,2,0
2019-03-31,3,1,2019,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,sainz,24,Spanish,100304.5,31854,19,53,McLaren,British,2,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,button,37,British,79891.48,25261,18,57,McLaren,British,1.5,0
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,jolyon_palmer,25,British,115275.5,24700.5,19,20,Renault,French,1.5,0
2022-04-24,4,2,2022,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,alonso,40,Spanish,124153.2,0,19,6,Alpine F1 Team,French,,0
2023-10-22,10,4,2023,19:00:00,Circuit of the Americas,Austin,USA,ocon,27,French,108074.8,0,18,6,Alpine F1 Team,French,,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,latifi,27,Canadian,139084.9,0,19,7,Williams,British,,0
2023-10-29,10,4,2023,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,stroll,25,Canadian,106426.3,626134,17,66,Aston Martin,British,1.5,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,bottas,34,Finnish,146219,54657,20,7,Alfa Romeo,Swiss,1.5,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,grosjean,29,French,95106,0,19,1,Lotus F1,British,,0
2020-07-12,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,leclerc,22,Monegasque,104275.5,39715,19,4,Ferrari,Italian,1,0
2022-10-30,10,4,2022,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,tsunoda,22,Japanese,85627,22468,20,50,AlphaTauri,Italian,1,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,perez,33,Mexican,292526.2,647628.3,19,15,Red Bull,Austrian,2.5,0
2017-07-09,7,3,2017,12:00:00,Red Bull Ring,Spielberg,Austria,alonso,35,Spanish,96711,0,19,1,McLaren,British,,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,maldonado,30,Venezuelan,139892,0,20,1,Lotus F1,British,,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,sargeant,22,American,115889.7,37255,17,22,Williams,British,2,0
2023-11-26,11,4,2023,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,sainz,29,Spanish,91419.7,21396.5,18,57,Ferrari,Italian,1.5,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,sargeant,22,American,86406.33,23099,18,67,Williams,British,1.5,0
2016-04-03,4,2,2016,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,gutierrez,24,Mexican,105927.2,32793,19,9,Haas F1 Team,American,1,0
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,gutierrez,25,Mexican,166117.8,884643.3,17,60,Haas F1 Team,American,2.5,0
2020-08-09,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,kevin_magnussen,27,Danish,95241.02,29161.5,20,43,Haas F1 Team,American,1.5,0
2018-08-26,8,3,2018,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,ricciardo,29,Australian,127713.1,0,16,28,Red Bull,Austrian,,0
2024-04-21,4,2,2024,07:00:00,Shanghai International Circuit,Shanghai,China,bottas,34,Finnish,104132.6,22949,20,19,Sauber,Swiss,1,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,massa,35,Brazilian,80248.05,22925,20,35,Williams,British,1,0
2021-07-18,7,3,2021,14:00:00,Silverstone Circuit,Silverstone,UK,vettel,34,German,152379.6,1041684,19,40,Aston Martin,British,1.5,0
2015-06-07,6,2,2015,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,merhi,24,Spanish,83092.2,26986,18,57,Manor Marussia,British,1,0
2018-07-22,7,3,2018,13:10:00,Hockenheimring,Hockenheim,Germany,alonso,36,Spanish,84813.78,20334,16,65,McLaren,British,2,0
2024-04-21,4,2,2024,07:00:00,Shanghai International Circuit,Shanghai,China,ricciardo,34,Australian,115062.7,22598,18,33,RB F1 Team,Italian,1,0
2021-03-28,3,1,2021,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,gasly,25,French,101189.7,29212.67,17,52,AlphaTauri,Italian,2,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,jolyon_palmer,25,British,82832.69,0,21,16,Renault,French,,0
2024-04-21,4,2,2024,07:00:00,Shanghai International Circuit,Shanghai,China,tsunoda,23,Japanese,111046.7,22773.5,19,26,RB F1 Team,Italian,1.5,0
2014-08-24,8,3,2014,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,hamilton,29,British,118686.3,24467.67,19,38,Mercedes,German,2,0
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,maldonado,28,Venezuelan,109931,26667,19,45,Williams,British,2,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,stevens,24,British,182097,0,20,1,Manor Marussia,British,,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,ericsson,25,Swedish,121445.3,30330,15,25,Sauber,Swiss,1.5,0
2014-08-24,8,3,2014,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,grosjean,28,French,119309.6,25554.33,20,33,Lotus F1,British,2,0
2016-07-10,7,3,2016,12:00:00,Silverstone Circuit,Silverstone,UK,grosjean,30,French,137194.3,31257,20,17,Haas F1 Team,American,1.5,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,massa,34,Brazilian,121012.9,24646,17,23,Williams,British,1,0
2015-06-21,6,2,2015,12:00:00,Red Bull Ring,Spielberg,Austria,button,35,British,115883.4,26415.5,17,8,McLaren,British,1.5,0
2014-11-23,11,4,2014,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,kobayashi,28,Japanese,111962.3,23423.5,18,42,Caterham,Malaysian,1.5,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,kobayashi,27,Japanese,109468.4,34086,18,26,Caterham,Malaysian,1,0
2019-06-23,6,2,2019,13:10:00,Circuit Paul Ricard,Le Castellet,France,grosjean,33,French,98745.62,30837,20,44,Haas F1 Team,American,1,0
2015-11-01,11,4,2015,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,alonso,34,Spanish,118053,0,20,1,McLaren,British,,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,button,34,British,121577,28634,18,52,McLaren,British,1.5,0
2019-03-31,3,1,2019,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,grosjean,32,French,103047.6,32082,20,16,Haas F1 Team,American,1,0
2016-04-03,4,2,2016,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,sainz,21,Spanish,104221.1,31689.5,18,29,Toro Rosso,Italian,1.5,0
2015-06-07,6,2,2015,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,button,35,British,81802,21715.5,19,54,McLaren,British,1.5,0
2014-04-06,4,2,2014,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,vergne,23,French,109378.6,29896,21,18,Toro Rosso,Italian,1.5,0
2013-06-30,6,2,2013,12:00:00,Silverstone Circuit,Silverstone,UK,grosjean,27,French,107973.9,25129,19,51,Lotus F1,British,2,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,gutierrez,22,Mexican,107254.4,24050,17,33,Sauber,Swiss,1,0
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,ricciardo,23,Australian,108561.1,22270.67,18,51,Toro Rosso,Italian,2,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,bottas,26,Finnish,157747,33436,19,5,Williams,British,1.5,0
2015-03-29,3,1,2015,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,maldonado,30,Venezuelan,111961.4,32986.33,16,47,Lotus F1,British,2,0
2016-05-29,5,2,2016,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,nasr,23,Brazilian,103131,33702.67,17,48,Sauber,Swiss,2,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,grosjean,29,French,136864.3,27675.5,18,10,Lotus F1,British,1.5,0
2021-03-28,3,1,2021,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,latifi,25,Canadian,102558.6,25014.5,18,51,Williams,British,1.5,0
2014-04-06,4,2,2014,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,ericsson,23,Swedish,105419.6,25593,20,33,Caterham,Malaysian,1.5,0
2015-09-27,9,3,2015,05:00:00,Suzuka Circuit,Suzuka,Japan,nasr,23,Brazilian,103056,24439.5,20,49,Sauber,Swiss,1.5,0
2024-05-19,5,2,2024,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,albon,28,Thai,86033.9,33193.25,20,51,Williams,British,2.5,0
2016-05-29,5,2,2016,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,kevin_magnussen,23,Danish,111197.3,30378.5,19,32,Renault,French,2.5,0
2023-10-29,10,4,2023,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,sargeant,22,American,104883.9,625831.5,16,70,Williams,British,1.5,0
2016-07-03,7,3,2016,12:00:00,Red Bull Ring,Spielberg,Austria,kvyat,22,Russian,82316.5,0,22,2,Toro Rosso,Italian,,0
2014-06-08,6,2,2014,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,gutierrez,22,Mexican,86481.13,24513.67,14,64,Sauber,Swiss,2,0
2014-03-16,3,1,2014,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,maldonado,29,Venezuelan,104033.4,22847,16,29,Lotus F1,British,1,0
2014-03-16,3,1,2014,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,grosjean,27,French,101027.1,19759.5,15,43,Lotus F1,British,1.5,0
2015-03-29,3,1,2015,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,alonso,33,Spanish,115536.6,25222,18,21,McLaren,British,1,0
2021-11-21,11,4,2021,14:00:00,Losail International Circuit,Al Daayen,Qatar,bottas,32,Finnish,90838.29,36341,20,48,Mercedes,German,1,0
2019-03-17,3,1,2019,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,ricciardo,29,Australian,92832.93,33027,19,28,Renault,French,1,0
2024-06-30,6,2,2024,13:00:00,Red Bull Ring,Spielberg,Austria,norris,24,British,71735.22,21514,20,64,McLaren,British,1.5,0
2023-09-17,9,3,2023,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,bottas,34,Finnish,105516,30487,17,51,Alfa Romeo,Swiss,1,0
2014-03-30,3,1,2014,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,ricciardo,24,Australian,112705,45598,16,49,Red Bull,Austrian,3,0
2017-06-25,6,2,2017,13:00:00,Baku City Circuit,Baku,Azerbaijan,max_verstappen,19,Dutch,111408.5,0,18,12,Red Bull,Austrian,,0
2014-03-16,3,1,2014,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,ericsson,23,Swedish,105014.3,23238,17,27,Caterham,Malaysian,1,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,perez,27,Mexican,117543,26152.33,17,42,Force India,Indian,2,0
2024-03-09,3,1,2024,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,gasly,28,French,121453,0,20,1,Alpine F1 Team,French,,0
2023-09-17,9,3,2023,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,ocon,27,French,104408,29755,18,42,Alpine F1 Team,French,1,0
2024-04-07,4,2,2024,05:00:00,Suzuka Circuit,Suzuka,Japan,zhou,24,Chinese,247418.5,544491.7,18,12,Sauber,Swiss,2,0
2023-11-19,11,4,2023,06:00:00,Las Vegas Strip Street Circuit,Las Vegas,United States,tsunoda,23,Japanese,109107.2,20756.5,18,46,AlphaTauri,Italian,1.5,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,grosjean,28,French,107891.8,23213,21,28,Lotus F1,British,1,0
2016-06-19,6,2,2016,13:00:00,Baku City Circuit,Baku,Azerbaijan,alonso,34,Spanish,112829.3,20468,19,42,McLaren,British,1.5,0
2014-07-06,7,3,2014,12:00:00,Silverstone Circuit,Silverstone,UK,rosberg,29,German,229456.7,28329,18,28,Mercedes,German,1,0
2013-05-26,5,2,2013,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,pic,23,French,85714.86,0,22,7,Caterham,Malaysian,,0
2022-03-27,3,1,2022,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,ricciardo,32,Australian,103583.7,20650,17,35,McLaren,British,1,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,hulkenberg,29,German,79337.87,0,20,15,Renault,French,,0
2021-12-12,12,4,2021,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,russell,23,British,95032.88,0,18,26,Williams,British,,0
2016-07-10,7,3,2016,12:00:00,Silverstone Circuit,Silverstone,UK,kevin_magnussen,23,Danish,113837.6,29485,17,49,Renault,French,2,0
2020-10-11,10,4,2020,13:10:00,Nürburgring,Nürburg,Germany,ocon,24,French,95924.59,0,18,22,Renault,French,,0
2021-06-06,6,2,2021,12:00:00,Baku City Circuit,Baku,Azerbaijan,russell,23,British,116712.6,524402.3,17,48,Williams,British,2.5,0
2016-08-28,8,3,2016,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,ericsson,25,Swedish,140786.3,0,19,3,Sauber,Swiss,,0
